Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_195.jpg;0;1;0;5.013508;103.481;82.79208;1.110606;87.32864;0.1742065
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_263.jpg;-4.508461;1;0;4.997587;103.505;83.19252;1.110783;86.91272;0.1210818
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_329.jpg;-6.020369;1;0;5.014868;103.5268;83.49299;1.148033;86.21941;0.006977632
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_396.jpg;-8.993834;1;0;4.998854;103.5513;83.79357;1.190647;85.25896;359.9486
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_462.jpg;-13.50041;1;0;5.000525;103.5832;84.09346;1.229285;83.85456;359.761
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_529.jpg;-15;1;0;5.024758;103.635;84.48737;1.054988;81.27052;359.5273
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_595.jpg;-15;1;0;5.007818;103.683;84.77745;0.7090135;79.05885;359.3466
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_695.jpg;-15;1;0;5.010431;103.7884;85.25309;359.9851;75.32452;358.7828
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_795.jpg;-15;1;0;5.001486;103.9151;85.73097;359.731;72.22937;358.528
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_895.jpg;-15;1;0;5.000143;104.0664;86.21211;0.05194213;69.33846;358.6329
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_995.jpg;-13.47063;1;0;5.004263;104.2451;86.67963;0.07017114;65.63872;358.9227
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_163.jpg;-9.001363;1;0;5.010225;104.594;87.39814;0.004048728;61.30972;358.7978
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_229.jpg;-15;1;0;5.015508;104.7885;87.74787;0.01782522;59.19527;358.8246
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_295.jpg;-15;1;0;5.007685;104.9438;88.00386;0.0005262714;57.35635;358.8256
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_363.jpg;-15;1;0;5.009387;105.1643;88.33772;0.01461647;54.70889;358.8331
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_429.jpg;-15;1;0;5.008795;105.3393;88.58093;0.006584463;52.7059;358.8155
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_496.jpg;-15;1;0;5.009264;105.5232;88.81766;0.006928854;50.71465;358.755
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_595.jpg;-15;1;0;5.002337;105.8435;89.20151;0.02156029;47.554;358.8652
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_696.jpg;-10.50158;1;0;5.010421;106.1859;89.56509;-0.003675069;44.67281;358.8335
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_762.jpg;-5.994151;1;0;5.01043;106.3985;89.77735;0.007405126;43.36227;358.8765
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_829.jpg;-2.995216;1;0;5.012213;106.689;90.05312;0.007036429;42.23351;358.9122
